	ID	comment	label
21410	 TV빅맥송  	도도 힘네요	0
26157	최종권고	씹선비 ㅁㅈㅎ	1
8034	아일하기실탕	만	0
15627	 조윤서  	뒷광고 논란이있어도 욕하거나 죽어라고 하는건 쫌 잘못을 했으면 거기에 대해 충분히 반성하고 잘못을 뉘우치면은 받아주던가 왜 욕을하고날리야 차라리 영상을 보지말던가	0
27785	미애니	병신새끼 이새끼 댓글에 탑슨만 몇명이야 씨발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1
7011	橋本環奈	2급 받으려면 손다리 날라가야 받을수 있는거야	0
27026	모모노기사랑	ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 애국자래 씨발	1
34818	 유하덩씌  	제시 지금 개 꼬시겠다 ㅋㅋㅋㅋㅋ 지민 ㅈ됐으니까 ㅋㅋㅋㅋㅋ	1
19856	 민주  	얘들아 아무리 잘못이 있다 하지만 그래도 선은 넘지말자	0
26128	분노조절정신이상	네다음대깨문 ㅂㄷㅂㄷ ㅋㅋ	1
30658	마귀같은새끼	하는일 다 잘되고 섹스하게 해주세요	1
11614	엔씨	4만배 ㅋㅋ	0
1747	홍어삼합회	대단하노	0
32797	수성구동대구로.	진짜 덧글 읽어보면 보릉내 풍기는 애들 좀 있다 티가남	1
5712	홍통따리쥐포따	허벅지가 마늘햄 모양이랑 똑같노 하 군침도는구만	0
31676	리얼스웨거	힘내고 정회원 된거축하한다 이기야  긍정적인사고에 ㅇㅂ주고간다 빨리 나아서 무기나다시 처만들어 병신아	1
18267	 Jules Lee  	제시가 미국 스타일이라 뒷담화 안까고 바로 내지름가식이 없어서 좋아 앞에선 착한척 하고 뒤에서 호박씨 까는 들이 많음 다는 아니지만 한국인 대부분이 그럼	0
4782	케냐가툰두AA	개처발렷노	0
10589	대가리총맞음	민정이누나 찾게해주세요	0
16338	 hoohoot woo  	펨코 디씨 등 언급하면서 까다가 다음 영상에서 여초커뮤니티 운운하며 화력요청한게 진짜 비겁했음	0
1743	좆소는좆소다	솔직히 내 생각은 나중에 마누라년이 바람펴도 상관안함 다만 낳은 애는 내 씨여야 하고 바람핀 상대한테 딱 몸만 주면 됨	0
15468	 하세여안녕  	모자이크점	0
12444	년째불법최류	막플 돈많이벌게해주셈	0
5150	소형차성애자	야 진짜 힘내라 사지 멀쩡한  내가 이런 말 하기는 좀 그렇지만 진짜 긍정적으로 생각해라	0
17282	 유기  	이번 뒷광고중 최악이 보겸인듯ㅋㅋㅋㅋㅋ 다른애들은 걸리고 화는 안냈다 보겸아	0
10672	일베력	막플달아지나 이런거하지마등판각이다	0
18134	 후쿠오  	제시  성격  좋다  뒤에서  수근대는거보다  멋있음	0
22729	 윤영희  	그래김신영은 뭥미	0
13914	 슬빗씌11_  	008에 라라님 태권도 다녔었나욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
23779	 ‘안녕하시현  	너무 멋있어요편집 너무 깔끔하고 작곡 너무 멋있어요 	0
19484	 지희  	아니 이게 실수가 아닌데 왜 실수라 하는거야 고의적이잖아 ㅋㅋㅋㅋ 여러분 실수라고 제발 ㄴㄴㄴ 실수 아님청자숙제아닌가요개팡내돈주고 내가 먹겠다는데	0
17126	 홍남주  	이거 영상 지웠다가 다시 내보내야되지않음이걸로 조회수 얻어먹고있잖아	0
19880	 킴싸나  	어떻게 건물 안에서 휴지통도 아닌 길 한복판에 침을 뱉을수 있지 맙소사	0
26939	여자는그저열매다	네다음조선족	1
735	까르보닐	다른시험 타령하는건 명분에 불과해	0
15260	 조예림  	엔조이 커플 넘넘 재밌써요헤각장ㅋㅋ	0
11668	도쿄살고있음	시즈쿠짱이랑 사귀게 해주세요	0
32707	맛좋은스시녀	막플섹스	1
20869	 Wang Ho Han  	슬슬 돌아올각 잡겠노	0
25146	당근볶음밥	밀베 휘귀종 상폐 보지년은 닥 ㅇㅂ	1
11925	노답성애	막플 전여친보다 좋은 여자친구 만나게 해주시고 내 가부장적인 성격을 받아주게 해주시고 가슴도 비컵 이상에 항상 관리하고 예쁜 눈을 가진 사람이랑 사귀게 해주시고준비하고있는 각종시험도 한번에 통과하게 해주세요	0
25372	따끈따끈곧휴옵하	존나기네  ㅁㅈㅎ 쳐먹어	1
29148	헤스티아님	시발 뭐노 게이야 한동안 안보인다 싶더니 시발	1
5396	밍듀화폭껵기	가위바위보 하자 ㅋㅋㅋ 난 빠만 낼게	0
29478	야우리빨간가방	누군가했더 슨타크게이였네힘내라 이미힘내고있는거같지만 ㅠㅠ	1
28808	벼락치기	아시발 아무튼 화이팅	1
25113	닉네임아이멥스	ㄴㄴ임신안할 확률이높음 나는 24살인데 11살연상누나랑  한 45번했는데 질외사정했다만 그사이에 살짝 쿠퍼액같은거 들어갔을텐데 전혀안됬음 ㅋㅋㅋ 	1
20804	 ᄒᄋ  	쇼미에서 저런사람이 있어야되는데	0
421	고마해라마이무따	너 항체 항원 모르지	0
7406	꾸꾸꽈까	힘내라 라는 말을 하면 도움이 되냐별로 안될거 같긴 하지만뭐 재활열심히 해서 요령껏 잘살아라넌 재주가 좋으니 적응도 잘할거 같다열심히 살어	0
6803	산들바람향기	와정말힘내라	0
23833	 김띠용  	425 귀욥	0
30712	년째딱가리	멋지게 살아라 게이야ㅜ	1
10005	건지애액무침	당연하지 최초니까	0
3326	여친이랑니혼+9	이정부는 합리적인생각 하나도 안하는 정부임뭘 바라지마라 ㅋㅋ 애초에 공공의대 짓는짓만 안했으면 이런일 없었잖아 	0
9786	일베운엉자	이게 일베지	0
17612	 작품하나  	자료를  좀더  연구 하시길  하나의 말로만  	0
31417	암흑거신	페북새끼들 고소해라	1
15658	 Qazwsx A  	ㄹㅇ 얘에 비하면 는 까면 안된다	0
4839	섹스빠구리	슨타크 진짜 농담 아니고 이렇게됬냐ㄹㅇ이야와 소름돋네	0
122	365로이드	사스가 외제차지르러간다	0
22086	 백상우  	보겸은 근데 다른 사람이랑 다른건 맞고 그래서 자기는 괜찮다고 생각한거같음뒷광고 시초가된 유튜버들은 광고주로부터 뒷광고 명목으로 돈을 더 받고 내돈내산으로 속여서 영상을 찍은거고보겸은 일반광고로 돈을 받고 자기딴엔 도움을 주려고 광고라는 말을 안하고 영상을 찍음  내돈내산이라는 말은 없음정도의 차이가 있는건 맞는데 사안의 중대함을 모르고 쉽게 이야기하다가 이렇게 나락으로 가버렸네 충분히 흘려보낼 수준이였는데 원래부터 적이 많은 것도 한몫 했고	0
28203	온종일일베만함	와 시발	1
16708	 차고싶은등짝  	왜그러는지 모르겠어요넌 왜그랬어	0
33255	 *'ᄉ'*  	아 미친 존나 와기야 입에 넣고 와랄라 하고 싶어 권지용은 왜 이름도 권지용이야날 미치게 만드려고 권지용이겠지 어이없다 근데 용으로 끝나서 활동명이 지드래곤이라는 게 또 날 울게 만들어	1
2347	박정희각하_만세	배우신분 ㄷㄷ	0
12228	뼈속까지선비	미쳤다 미쳤어	0
1928	좆방맹이112	도쿄 여자겟지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ도쿄년들은 그럼ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
30797	크루즈1	우울해도 잘 견뎌내라 씨발 존나 안타깝노	1
4037	섹파병원감	중국애들 잘대주냐	0
17829	 이호선  	저거 도네 무슨말투임	0
8065	섹스는역시테크닉	힘내라 진짜 힘내라	0
32259	오순도순강호순	게이야 꼭 너가 원하던 일베를 다시 만들어가겠다 이기 ㅠㅠㅠㅠ	1
12661	장군님딸딸이친다	첨 봤을땐 막 몸 못가누고 완전 반신불수마냥 됐다는줄 았는데오른손 빼고 마비는 없노그나마 다행인데 오른손이 너무 안타깝네	0
72	27센치	ㅋ	0
27770	쭈꾸미개존맛	아 그래서 가짜사나이 재미없다하면 기를쓰고 좆지랄하는새끼들이 있었구나ㅋㅋ아니씨발 노잼인걸 어쩌라고ㅋ 	1
20282	 담건  	영상이 뭐라도 나왔으면	0
33780	 팬더보이  	팡플렉스래 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 존나웃겨 ㅋㅋㅋㅋ	1
3964	자지혐오게이	보고싶다ㅎㅎㅎㅎ	0
245	갓파쿠우	주작	0
5941	괜히지랄199	ㅂ 아니라 ㅁㅈㅎ	0
22448	 박우진  	상대원딜 태조다	0
31935	보랏	막플  이새끼 손가락 다시 자라게 해주세요	1
8674	띵수	슨타크쿤 간바레	0
24255	lands	존나 웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1
25791	뭐야높욷이야	그라안치고 나였으면 개패듯이 팼음	1
28389	호남형댕댕이	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ말 존나 웃기게하노	1
14198	 BIONNE  	121 이 와중에 골인했어ㅋㅋㅋㅋ공	0
33868	 미드로영어공부  	사무엘  잭슨 ㅋㅋㅋㅋㅋ	1
11405	유비유방유선	역시 4만베 예상은 틀리지 않았노	0
9322	딕시	사과가 뭐노이기 제대로 말해달라이기 사회과학계열이십니꺼	0
13334	 원달천꼬맹이  	형 보고싶다 츄정님 영상 보니까 자꾸 형 보고싶네	0
20525	 프리슈릿  	와 예전에는 지민 이라고 치면 방탄 지민이 나오던데요즘에는 인성 더러운 지민만 나오네	0
26175	:r	저새끼들 대부분 일베에 소속감 느끼는 좆중고새끼들일 가능성 농후	1
15550	 컹's누누가누  	빨리 영상이나 올려 심심해	0
20663	 me live  	왜 단톡방 나갔어 이거 방송상에서 물어본것도 웃기긴하네 개인적인 일인데 그리고 끼리끼리는 진짜 맞음 주변 친구본인이 베프라고 말할수 있는 친구 무리지어 다니는 애들만 봐도 알텐데	0
30708	일산베스트저장소	힘내라 ㅆㅍ ㅠㅠ	1
2468	죽창만있으면넌끝	커뮤니티에 이런저런 사람들 있는거지 싸잡아서 일반화 ㄴㄴ해	0
6898	기회를위기로	이거 최소 2만베 간다	0
21065	 달달드래곤  	눈은 죄송한 눈이 아닌데	0
20368	 현죽  	오늘 첫구독하고  첫도네햇어요	0
1715	땅크로산업화+3	정부가 시장에 개입하면 할수록 서민들은 삶이 더 팍팍해진다니까 좀 정신차리자 꺠무니들아 지금이라도 비지니스 프렌들리 작은정부로 가야한다 우파 정권 떄 얼마나 좋았냐  그래도 그떄는 알바는 쉽게 구할수 있었고 국가장학금 만들어서 대학생 부담 덜어줘 지금보다 실업률성장률지니계수집값 상승률고용률출산율 등 우파가 정권 잡았을 떄 그나마 서민들이 먹고살만했다 정신차리자 좀 어휴 니들이 좌파 기득권도 아니면서 왜 이용당하고 비참하게 사냐 그만 속자	0
33232	 유잼  	ㅅㅂㅋㅋㅋㅋ 영상제목부터보고 개쪼개면서 들어왔다	1
28649	Giovinco+4	전범기하고 일장기하고 구분도 못하는 좆같은년	1
5611	욕설왕퍼킹	헐 우리 슨타크 ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ 우리 슨타크가 ㅜㅜ 헉헉헉 ㅜㅜㅜ 슨타크 ㅜㅜㅜㅜ	0
1732	또아리를틀지말자+2	논리적이네  센징들에게는 없는	0
30097	태연낭자	와미친 슨타크 게이가이렇게 되버리다니쫌 충격이다	1
21373	 Live Line  	데스티니가 자존심이 세긴 세네	0
18166	 _뿅아리 보조개  	제시 말이 다 맞는 듯 왜냐하면 제시 말처럼 사람한테 칭찬이란 칭찬은 다 해놓고서 저렇게 탈락시키면 내가 타이미 제이스였어도 진짜 개빡쳤을 듯 탈락을 시킬거면 그냥 탈락시키지 굳이 칭찬을 다 해놓고서 저렇게 멘탈을 부숴야 하나지극히 제 개인적인 생각입니다	0
32938	이렇게쉬운거였노	극혐  극혐 시발 진짜 저런년이 어디서 굴러들어와서 에라이 닉밝혀서 망신을줘야지 어디 보릉내 풀풀풍기는 걸레같은년이말이야	1
11282	닥눈삼하다2년감	수능 잘치게해주세요	0
27115	원수니시발년아	이제 알았냐 이 병신 빡통령 새끼가	1
21710	 야야  	모기소리 해봤는데 웃겨 뒤질뻔ㅋㅋㅋㅋㅋㅋㅋ	0
20396	 왕감자  	오늘의 교훈  나잇값을 하자	0
3106	|개소리|	ㄴㄴ아마 댓글단놈 저 랑 나이 비슷할듯ㅋㅋ	0
28133	NVIDIA.	와 시발 왜 안보이나 했더니	1
4688	초지능	합의없으면 어케되냐저거	0
32044	일베야아프지망ㅠ	미친놈아 화라도 내라 시발그렇게 태연하니까 내가 더 슬프잖아 씨발	1
10054	^^ㅣ발년	나랑 가위바위보 딱밤맞기하자	0
24973	놈우현1618	존나자괴감오겠다 ㅋㅋㅋㄱㅅ	1
29070	화악기_밴드	씨발 힘내라이기야 요즘 왜 발명품 안나오나 했는데 입원했었노빨리 회복해서 재미있는 발명품 많이 올려달라 이기	1
31331	치즈찡	시발 ㅠㅠ건강해라	1
34236	 오현서  	형한테 물가에 밀었으면 쳐맞을듯	1
5809	kimaroki	이건 천베 가야겠다	0
28124	평화의전당	ㅋㅋㅋㅋㅋㅋ지잡대가 한국에서 반이넘는데 걔네가무슨공부를해 미쳤냐 저런알바들중에도 빡대가리들많아	1
16795	 김민기  	요즘유튜버들 다 문제다 ㅋㅋ	0
1198	몽멍이	현실적이고 이성적이여서 ㅇㅂ	0
19785	 장한별  	양팡님 저 넘 화났어요우ㅜ	0
25558	매직이다십새야	입술가슴은 허락 안하듯	1
25812	마데카솔후시딘	어머님 물많으시더라ㅋ	1
30809	네홍어다음	이새끼요즘 뭐하고사나했더니 힘내라	1
908	내주식올라주세여+21	안보관 확실한데 세월호 저런 이야기를 하고 다님	0
13391	 일상기록 by 숨  	홍대 축제 로 와주세요 시급은 워크맨 사상 최고수입으로 드릴게요 오빠 부자되세요	0
27570	정자짬지개짬지	우리나라가 베트남을 뭘 학살을 했다는거냐 백마 논리에 일베쳐 누르는 애미뒤진 새끼가 천명이 넘는거보면 일베에 좆무식한 새끼들 그저 백인여자 이쁜것만 빨고 아무것도 모르는 무식한새끼들이 너무많음걍 똥덩어리	1
19446	 엄지맥그리거  	아니 샹 바닥에 가램침을 아 정신이 나가뿟네	0
19871	 이홍민  	어느 회사랑 다르게 박진영은 자기 소속사 아티스트들이랑 진짜 사이 좋아보임	0
13590	 연애혁명짱  	다음부터 안오겠습니다 ㅋㅋㅋㅋㄹㅈㄷ	0
6835	스디상슨	속상하네 힘이 전달되길	0
33194	 감성루루  	미쳤네가래침	1
18045	 린필드  	정보 탭에 조회수가 남아있다는것동영상 삭제를 한게 아니라 비공개임 쯔양은 정보탭에 조회수가 없음 위에 말한듯이 조회수가 안 보이니 삭제한것 아직도 정신 안 차리고 시청자 가지고 놀고있는거임	0
21925	 유소정  	방금 페북 보고왔는데 자살하라는 새끼 어디갔냐 그건 아니지 않냐 솔직히 말은 가려서 해야지 뚫린 입이라고 그렇게 막 쓰면 어캄 부모님들 속상하시게	0
24814	내츄럴앤도텤	게이 평소에 누나랑 친한가보다 협탁도 사주구나도 하나 사줄 수 있는데	1
19938	 슈아  	언니 먹방 빨리 찍어즈세요 영상 기대합 니다	0
23416	 어쩌다발견한하루.단하루.Extraordinary You  	나름님 당분간 마음정리하시구요 푹 쉬셨다가 돌아오세요 그땐 뒷광고 하지말구요ㅜㅜ 떳떳한 나름님으로 새롭게 다시 시작하세요 기다릴게요	0
26191	과학존나싫음	일베에 재밌는 새끼들 얼마나 많아 근데 문제는 중간이 없는 새끼들임 눈쌀 존나 찌푸려진다안보면 된다고 니들이 중간만 해라 눈치종범년들아 ㅗ	1
32743	한미일동맹	일베글에 병원 나왔다더라또 호두과자 게이  슨타크 인기글블로거 있던데 연결될듯 이왕이면 꼭 슨타크 챙겨주길 바란다 ㅇㅂ	1
27085	운동밖에할게없다	남녀가있는곳에 섹스가 없는 곳이 어딨냐 시발 ㅋㅋ느그들만 못하는거지	1
17345	 na mind  	이영상에 등장하는 암덩이들 지민산이	0
20558	 안재홍  	와 진짜	0
760	꼬추잘서는아빠	이미 선동임	0
24498	국제신도시	너는 블라 이시발새끼야	1
10586	샹구스노무현	피통 4만이나 늘어나노 ㅆㅅㅌㅊ	0
17487	 식엄  	인간의 욕심은 끝이없고 같은실수를 반복하는가아이거 누가했던 말이지	0
15650	 어린 가젤  	ㄹㅂㅇㅂ 치면 보겸 나옴 ㄹㅇ임	0
29351	사랑을위해	와 순식간에 만베 이까짓 만베 씨발 	1
278	일두월	ㅁㅊㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
19433	 김가을  	아니 레전드들만 있네	0
23163	 pers 2  	김신영은 김태현이 얹혀사는 집 강아지 와사비 먹이고 산채로 비닐봉지에 넣어서 쓰레기통에 버렸다고 했을 때 엄청 웃어서 비난받았었죠그 성격 그대로일 듯	0
34068	 성이름  	저때 진짜 권지용 ㅈㄴ 좋아했는데	1
14230	 ᄀᄃᄌ  	12시 반 해군입대 오늘부터 나의 시간은멈춘다	0
17256	 대한민국만세  	이렇게 쓰면 명언 처럼 보이지	0
28421	홍범도엄마창년	이 좆병신 난독증있나 ㅋㅋㅋ니가 글쓴 게이 틀몰이한 걸 지적한 걸  저 보라게이한테 틀몰이 했다고 이해한 거임 와 이런 새끼가 대학생이라고좆 지방대 다니냐	1
999	노구리구이	학교에 밥먹으러 다닌다고 써있는데	0
22077	 박제  	보겸어 그래 대익아 입금해줘	0
16034	 채린  	출근할땐 지디앤탑 집에가지마 퇴근할땐 투피엠 우리집	0
16723	 예슈링  	왜요보기좋고 날씬한데	0
14945	 유호  	뭐야 내댓글 어디갔어	0
29978	연봉7000	나도 올해 폐차했다  저렇게 될뻔 했지만 난 왜 코만 찢어지고 끝났냐  아버지가 혼자 할매산소 벌초다니는데 할매가 살린건가	1
34502	 포-매  	6개월뒤 돌아온다	1
16642	 Mr디올  	형빨리와 보고싶잖소	0
7139	시발시발개시발	역대2위등극 쑤아리질럿ㅅㅅㅅㅅㅅㅅㅅ	0
2675	빨간머리외계인	그런 학과는 ㅅㅌㅊ 아니냐 어정쩡한 부산대학교 문돌이들보다 ㅅㅌㅊ임	0
20144	 23 1  	여태까지 살면서 영화관안에서 가래침뱉는거 처음봄 아니 나같은 학생들도 안그러는데 왜 저러냐	0
25084	니엄마5랑5탄	산화되고 미토콘드리아가 일 존나하고 활성산소 이런거때매	1
6344	맨시티챔스우승.	성지순례왔습니다	0
25916	배창시를꺼내불라	누나가 박음직스럽게생겼노 품고싶다이기	1
21586	 댓글보고구독자 150명찍기  	롯데 시네가 부모님 이벤트 영상이 협찬 받은거 같다는 글 올라오니까 바로 삭제됨 부모님 이벤트 영상에서 양팡이 롯데시네마 프리미엄관은 샤롯데 관에 있습니다 롯데 프리미엄관은 리클라이너 의자가 준비되어있습니다 이러면서 사용법도 보여줌 그리고 그 롯데 프리미엄관 간판 몇초가 단독샷으로 찍음 롯데 시네마 엄청 강조 프리미엄관 개인 대여가 가능해요 이런 멘트 누가봐도 광고 같음 퍼트려주세요	0
9619	깔깔깔웃기노	와 니가 만드는 것들 다 웃으면서 봤었는데 마음이 아프네 힘내서 살아	0
28097	페미	전쟁에서 패하고 치욕을 잊지않기 위해 매일마다 웅담을 씹었던 장수처럼 페미의 좆같음을 단 한 순간도 잊지 않기 위해나를 알고 페미를 말아야 진정한 페미니스트임	1
3181	앙드레	망상장애 어서오고	0
8294	세침부끙	1등 먹엇다 성지순례	0
11143	0524모쏠후다	4만이라니 축하한다  나에게도 너에게도 행운이 가득하길	0
26220	꿀잠녀	저새끼들 다 인실좆 당했으면 좋겠다	1
14709	 김유관  	응원합니다	0
24756	와이디대박	남자가 여자화장실 들어가면 성추행이고 여자가 남자화장실 들어가면 쒸발 여하튼 개좆같은 나라다 ㅇㅇ	1
19737	 살고  	약간 영지하고 제시하고 비슷한느낌	0
20613	 정직한혜정  	와이게 사람얼굴이냐이건 요정이다	0
30690	몸또구제한다	손은 3도 화상이고 허벌지부터 팔은 죄다 2도 화상이노 열심히 치료 받고 고생해라	1
7583	벽돌패티쉬	언제 다친거냐	0
8861	국정교과서찬성	5만베에 댓글 2만5천 예상	0
4953	chartis	2만베	0
22287	 김김동관  	비 형님 다른가수들 댄스커버같은거만해도 조회수나 구독 더 빨리 올라갈텐데게다가 구독100만되면 타가수와 팀결성해서 프로젝트 해주시면 바랄게없는데	0
33982	 JH HEO  	와 이 팀 존나 잘 한다생각보다 훨씬 잘 하는데 뭐지진짜 오늘 무대 갖고 놀았네 듣는내내 재밌게 즐겼어요이제 꺼지세요	1
35125	 이하영  	설현이 지민을 부추겨서 민아를 욍따시킨 것이지 대갈장군 설현 머리에 똥만 차가지고ㅇ	1
33217	 봄  	보겸이형 수고했어  이제 푹쉬어생각해보니까 뒷광고로 돈번걸로 탐방하고 여자들한테 별풍 뿌리고 클오클  ㅈㄴ현질하고 미친형이네	1
12755	개씹에바터는부분	하버드  상피쉬무연근  배추당근서연고  서마데카솔슈퍼문  마트문	0
19007	 하이  	진짜  저때도그랬지만 제시말에공감그냥아이돌스러운무대 언프인데귀여워서올린건지 남자들이란 	0
31706	시발아시발아알	ㅅㅂ 5만베 가는거 아니냐	1
6679	바보병신노무현	진짜 정회원은 ㅇㅂ준다	0
35132	 키다리아저씨  	개인적으로 여자얘들이 과롭혀봐야 얼마나 괴롭히겠어 라고 생각했는데 민아팬이 준 선물까지 지민이 가로채서 다음 사인회때 하고 왔다는 말듣고 이건 뭐 실드 자체가 불가능한 수준이네 금수저 집 딸래미가 흙수저 딸래미 괴롭힌 결과네 지민에게서  옛날 샵 서지영이 겹쳐보이는군	1
27873	陳姸希oo+20	일베글올라오는게 항상 무현이 낄낄 된다고 다 그런줄아나봄 그리고 고등학교 졸업은함 머라는지모르겟네일베에서 개드립웃기고있네 ㅋㅋㅋㅋ 손가락날라가고 한사람인생날라갔는데 대박 인기글 ㅋㅋㅋ그래서 하는말이 무현이ㅋㅋㅋ 무현이가 니변호라도 해주나봄사람들이 노무현을 비웃으니까 난 죄없는사람 보고 웃어도되나 이런거임내 댓글 다뒤져서 무현이 낄낄 이러는거 있나 백날찾아봐라 다 너같이 행동하는줄아나봄	1
31992	정신병동왕고	4만베가겠네 ㅅㅂ	1
22452	 정의구현  	상황요약본1치과상호명노출 의료법 위반2뒷광고 사기죄3시청자 기만 뒷광고영상 웃참사과영상댓삭저번영상 내가 사과문 썼음 이번영상 저번영상의 사과문은 회사와 같이 썼음 말이다름해명원하는 영상1지하철 강아지사건 교통카드도 없고 목적지도 모르면서 평소타던 택시가 아닌 지하철탐 개찰구가 앞에있는데 다른쪽으로감 다른사라은 못들었는데 혼자 강아지소리 들린다고 신고함 양팡이 발견하기 1분전 누가 강아지 넣었음 합리적 의심지하철 많이 이용했다하는데 양팡이 방송에서 자기는 주로 택시를 탄다했고 야구장어딘지 잘 모른다했는데 지하철타서 적은거 ㅇㅇ 2치킨플러스  직접 주문했다고 했잖아요3영상 지웠다는데 왜 조회수는 뜰까요삭제가 아니라 비공개이기때문수익창출가능333344	0
9511	이게뭐라고씨발	고인의 명복을 빕니다	0
21079	 매운녀석  	는 초아였지	0
9719	리마인드	이미 늦었어	0
9646	아!기분딱안좋다	예전에 니글 본적 있는데 마음이 안좋노 힘내라	0
12595	스물스물둘	막플은 내꺼다 이기	0
9346	노자	35000베 예상한다	0
20083	 이종찬  	여담이지만 엘사분 너무 이뿌시당 ㅎㅎ	0
28436	홍어머가리깬다	애널도 이십회정도 많이는아니고	1
24751	무쿤이노무해+2	강원도 휴게소이 있는 남자화장실 들어갔다가 처음에 잘못 들어온줄 알았다 아주매미들 줄서있길래 원래 안에 아줌매미들 줄 존나 길게 서있었는데 어이없어서 쳐다보는동안 변기칸 안으로 다 들어가서 저것만 남은거다 아저씨 한명이 들어오시면안된다고하니깐 지들끼리 존나 쳐웃으면서 들은척도 안하더라여기까지 팩트빡쳐서 카메라 꺼내서 큰소리고 일베가야겠다 말하면서 사진 존나 찍었더니 그제서야 얼굴 가리는거다 뇌내 망상	1
23545	 08하은  	나중에 버블티 도 해주세요	0
9780	네.다음	왜 화난지 모르겠지만 난 시비걸 의도없었다화났다면 미안요 아재ㅠ	0
8451	역학게이	내가 비는 소원은 다 들어주세요	0
8622	유지중	광광우럭따 ㅠ	0
14861	 카레라이즈  	1547  헤카림 인성문제있네	0
32341	쳐튼커라	서빈이랑섹스하게해주세요	1
8933	자전거뭐사	힘내라 눈물 나오노 크 남자의 눙물	0
11176	년후죽으러감	왜1등은 안바라노	0
32845	1한하는놈	아 스벌 보릉내가 진동한다 코막아라	1
29333	kinoko	진짜 마음아프네 개새끼야 왜 다치고 그러냐 뒤질라고	1
10127	정신이제자리아님	일베갈려고 바퀴벌레 지지더니 이제 지몸 지졌노일베가 뭐라고	0
20858	 kroy129 tfh  	슝팡	0
13947	 곽태현  	229초 실화	0
30315	후르릅쩝쨥	와 시발 나 2만베 첨본다 힘내라 시발 게이야 눈물난다 진짜	1
32668	전설의히키코모리	병신장애 일베충 엠창	1
18548	 Neil Druckmann  	중학생들은 예고 과학고 외국어고 이런데 가지마라 돈 안된다 ㅋㅋ 뒷광고를 가야지 ㅋㅋ	0
11749	눈팅甲	댓글 같은 거 잘 안다는데 힘내라 진심으로	0
9614	고환염전	맨탈 ㅆㅅㅌㅊ힘내라이기	0
24528	권양숙페경보지볶음+1	진짜 존나 한심하다 남매로서 실망 오지게 클거같음 나였으면 	1
28842	꼬털송송부랄탁	네다음개독	1
24419	고문영	어디가서 말못할 사실상 본인이야기인 찐따 특징글 싸면서 지들끼리 추천박는데 뭘바라냐	1
34833	 공백  	지금 혼란을 틈타 쥐새끼처럼 복귀각 잡는 양팡ㅋㅋ	1
20172	 오호대장군  	역시 문 죄 인이다	0
28897	xhxhjsji	저 야동 검색어 뭐냐	1
30655	갓모찌	게이야 힘내고 3만베 가자 이기야 언조비카이	1
5141	핑거스냅	맨 오른쪽 카이도 측근 스파이 아님	0
16301	 엘윈  	팡플팡플 팡플렉스  ㅋㅋㅋ넘빠른거아님 ㅋㅋ	0
21838	 박양순  	미국양색씨와싸우면서내나라군인좀도와주십사군산사경널리널리뵈기보내기직접전화통화하늘우해공군해라서직업보고천불너무답답함	0
9494	메르섹슨	5만베 가라고 2ㅂ준다예전에 니글 재밌게 봤어서 ㅇㅂ	0
23813	 K J  	3관이지 할 때부터 재수없었는데 침 뱉는거 보고 말 다함 ㅋㅋ 진짜 가관이다	0
10414	개시발존나씨발	이기록ㅋㅋㅋ안깨진댜	0
16512	 sunrise jaebin00  	항상 하트눌러주시고영상들도 재미있었는데아쉽다	0
5877	moorr+10	한국인들 표정이 좀 정신병적인건 사실임거지동네 스타벅스 가봤더니촌스럽고 오래된옷 영혼까지 쥐어짜서 코디한애들이 허벅지 붙여서 다리꼬고 세상 치명적인표정하고 있음	0
19478	 김성목  	아니 음식을 미리 사서 출근하면 30분동안 식사할수 있는거 아니야	0
